date,customer_id,product_id,product_name,category,region,channel,units_sold,unit_price,discount,cost,customer_age,customer_tenure_months,num_complaints,last_purchase_days_ago,churned,stock_on_hand,reorder_point,sales_amount,profit
2023-09-06,1256,2065,Phone,Sports,South,Retail,29,191.65,0.04,194.98,68,51,2,169,0,141,43,5335.54,-318.88
2023-09-07,1197,2075,Rice,Clothing,East,Retail,37,100.34,0.15,298.38,67,36,1,333,0,215,26,3155.69,-7884.37
2023-09-08,1303,2067,Laptop,Electronics,East,Retail,43,227.11,0.08,8.54,68,34,2,198,0,452,80,8984.47,8617.25
2023-09-09,1409,2052,Laptop,Clothing,East,Wholesale,22,91.22,0.23,164.57,53,12,4,347,1,15,55,1545.27,-2075.27
2023-09-10,1450,2062,Bread,Electronics,North,Online,24,491.2,0.22,174.23,43,5,3,106,0,452,46,9195.26,5013.74
2023-09-11,1010,2023,TV,Food,Central,Wholesale,7,57.16,0.04,274.69,50,48,4,101,1,53,48,384.12,-1538.71
2023-09-12,1312,2026,Laptop,Furniture,East,Wholesale,34,298.71,0.26,154.27,53,40,4,359,1,140,39,7515.54,2270.36
2023-09-13,1286,2068,Rice,Clothing,West,Online,48,316.97,0.05,165.39,21,13,3,235,0,379,89,14453.83,6515.11
2023-09-14,1242,2082,Bread,Sports,South,Online,12,273.66,0.24,144.14,26,26,2,280,0,335,95,2495.78,766.1
2023-09-15,1251,2055,Shirt,Food,West,Wholesale,23,334.47,0.14,84.33,25,14,2,329,1,78,95,6615.82,4676.23
2023-09-16,1365,2006,Laptop,Electronics,North,Online,15,66.93,0.1,21.53,19,11,2,106,0,414,22,903.56,580.61
2023-09-17,1005,2035,Desk,Clothing,North,Retail,33,281.96,0.05,125.55,46,38,3,35,0,452,58,8839.45,4696.3
2023-09-18,1119,2022,Bread,Electronics,West,Retail,13,150.73,0.05,20.51,40,57,1,157,0,148,64,1861.52,1594.89
2023-09-19,1289,2043,Rice,Electronics,Central,Wholesale,23,470.69,0.2,167.4,23,22,0,273,0,126,87,8660.7,4810.5
2023-09-20,1374,2015,Desk,Electronics,North,Wholesale,38,383.42,0.17,95.65,60,16,1,240,0,157,50,12093.07,8458.37
2023-09-21,1065,2086,Dumbbell,Furniture,North,Online,32,486.53,0.04,162.41,53,29,1,207,0,278,57,14946.2,9749.08
2023-09-22,1146,2060,Dumbbell,Furniture,West,Online,45,28.4,0.03,44.62,63,2,4,245,0,37,25,1239.66,-768.24
2023-09-23,1224,2012,Laptop,Sports,North,Wholesale,35,149.72,0.02,280.13,38,54,0,93,0,156,27,5135.4,-4669.15
2023-09-24,1239,2049,Desk,Clothing,Central,Wholesale,1,105.76,0.22,268.88,39,2,2,109,1,332,47,82.49,-186.39
2023-09-25,1177,2042,Phone,Food,Central,Retail,47,15.47,0.21,61.05,26,3,1,306,0,287,34,574.4,-2294.95
2023-09-26,1267,2038,Dumbbell,Food,Central,Retail,45,128.74,0.02,106.32,51,56,3,114,1,111,27,5677.43,893.03
2023-09-27,1341,2082,Phone,Food,South,Online,5,342.6,0.17,185.98,43,11,1,24,1,189,73,1421.79,491.89
2023-09-28,1282,2045,Shirt,Electronics,Central,Retail,13,123.23,0.03,33.23,18,32,2,293,0,105,25,1553.93,1121.94
2023-09-29,1063,2035,Bread,Furniture,Central,Online,5,259.41,0.27,109.6,53,4,1,252,0,90,48,946.85,398.85
2023-09-30,1217,2030,Chair,Clothing,South,Online,32,445.03,0.27,79.08,61,9,4,267,0,353,53,10395.9,7865.34
2023-10-01,1342,2088,Rice,Electronics,East,Online,21,349.94,0.21,275.08,22,56,4,355,1,300,26,5805.5,28.82
2023-10-02,1315,2030,Bread,Furniture,North,Retail,24,203.37,0.28,256.49,58,16,1,209,1,48,59,3514.23,-2641.53
2023-10-03,1283,2078,Rice,Furniture,Central,Wholesale,18,192.51,0.24,176.05,39,71,4,55,0,160,93,2633.54,-535.36
2023-10-04,1177,2006,Desk,Clothing,North,Wholesale,21,233.31,0.25,158.5,21,10,3,27,0,3,32,3674.63,346.13
2023-10-05,1461,2067,Shirt,Clothing,West,Retail,10,96.75,0.17,279.56,65,36,0,323,1,401,81,803.02,-1992.58
2023-10-06,1417,2080,Shoe,Clothing,North,Wholesale,24,320.66,0.09,280.07,19,24,1,2,0,197,84,7003.21,281.53
2023-10-07,1098,2007,Laptop,Electronics,South,Online,40,188.43,0.07,290.95,33,64,3,68,0,319,60,7009.6,-4628.4
2023-10-08,1105,2052,Rice,Sports,North,Wholesale,47,427.66,0.1,41.99,33,56,3,148,1,411,61,18090.02,16116.49
2023-10-09,1099,2014,Rice,Clothing,North,Retail,21,380.71,0.19,52.36,39,22,3,319,0,363,85,6475.88,5376.32
2023-10-10,1385,2073,Desk,Sports,North,Wholesale,25,309.15,0.05,204.64,60,52,2,328,0,376,30,7342.31,2226.31
2023-10-11,1405,2015,Phone,Electronics,East,Online,23,188.46,0.08,164.72,18,50,1,130,1,441,69,3987.81,199.25
2023-10-12,1496,2021,Bread,Sports,East,Online,22,112.87,0.14,10.45,32,47,1,83,0,474,90,2135.5,1905.6
2023-10-13,1311,2035,Shoe,Food,West,Retail,4,390.31,0.07,23.28,41,23,1,42,0,253,54,1451.95,1358.83
2023-10-14,1006,2066,TV,Sports,South,Retail,34,248.34,0.18,266.98,21,19,0,156,0,89,99,6923.72,-2153.6
2023-10-15,1476,2091,Laptop,Clothing,North,Retail,6,120.13,0.28,261.32,35,52,3,157,0,311,98,518.96,-1048.96
2023-10-16,1465,2002,Chair,Electronics,North,Online,28,105.64,0.22,110.39,34,34,1,107,1,19,39,2307.18,-783.74
2023-10-17,1197,2035,TV,Clothing,North,Wholesale,31,91.05,0.2,267.86,24,29,4,284,0,76,47,2258.04,-6045.62
2023-10-18,1351,2082,Bread,Food,North,Wholesale,35,390.81,0.17,180.13,67,61,2,188,0,219,56,11353.03,5048.48
2023-10-19,1133,2078,Laptop,Clothing,East,Retail,39,122.2,0.15,242.74,62,35,0,105,0,161,22,4050.93,-5415.93
2023-10-20,1358,2020,Rice,Clothing,West,Wholesale,42,268.05,0.06,131.09,69,5,2,112,0,496,78,10582.61,5076.83
2023-10-21,1259,2082,Chair,Clothing,Central,Wholesale,23,231.26,0.27,38.45,69,7,3,133,0,342,92,3882.86,2998.51
2023-10-22,1437,2010,Phone,Furniture,South,Retail,6,294.01,0.07,132.95,27,41,4,271,0,393,46,1640.58,842.88
2023-10-23,1023,2025,Shoe,Food,North,Retail,16,439.81,0.03,139.9,18,2,3,110,0,114,51,6825.85,4587.45
2023-10-24,1485,2066,Phone,Clothing,West,Online,2,435.2,0.23,167.53,19,10,1,73,0,93,67,670.21,335.15
2023-10-25,1053,2025,Shirt,Clothing,Central,Online,24,231.03,0.05,36.15,66,44,2,346,0,405,65,5267.48,4399.88
2023-10-26,1165,2054,Desk,Clothing,West,Online,17,17.53,0.11,297.46,39,70,4,293,1,132,66,265.23,-4791.59
2023-10-27,1202,2033,Laptop,Electronics,East,Online,45,218.96,0.01,77.02,49,35,2,143,0,171,59,9754.67,6288.77
2023-10-28,1458,2036,Phone,Furniture,Central,Wholesale,1,307.03,0.04,63.57,46,62,0,260,0,113,22,294.75,231.18
2023-10-29,1083,2095,TV,Electronics,West,Wholesale,6,283.3,0.05,160.41,52,20,4,245,0,8,94,1614.81,652.35
2023-10-30,1145,2014,Desk,Furniture,East,Online,5,329.15,0.02,163.48,34,35,0,340,0,298,48,1612.84,795.44
2023-10-31,1085,2065,Phone,Clothing,West,Online,45,85.5,0.2,134.75,29,37,4,155,0,259,77,3078.0,-2985.75
2023-11-01,1078,2080,Dumbbell,Food,West,Retail,29,326.8,0.25,232.71,41,54,1,149,1,169,69,7107.9,359.31
2023-11-02,1457,2054,Shirt,Sports,Central,Wholesale,12,99.5,0.11,157.41,47,28,2,60,0,320,29,1062.66,-826.26
2023-11-03,1366,2052,Bread,Sports,East,Wholesale,39,377.76,0.26,184.86,61,70,2,86,1,97,80,10902.15,3692.61
2023-11-04,1001,2003,Shoe,Clothing,North,Online,47,176.15,0.06,218.51,47,32,3,192,0,168,80,7782.31,-2487.66
2023-11-05,1051,2099,Shirt,Electronics,South,Wholesale,3,357.85,0.1,12.38,37,11,4,327,0,447,42,966.2,929.06
2023-11-06,1173,2041,Desk,Food,Central,Retail,48,33.45,0.05,173.34,59,42,4,182,1,310,25,1525.32,-6795.0
2023-11-07,1205,2006,Dumbbell,Furniture,East,Retail,1,209.85,0.19,265.84,24,23,0,287,0,217,94,169.98,-95.86
2023-11-08,1260,2025,Laptop,Clothing,West,Wholesale,27,355.47,0.13,10.13,59,30,4,273,0,401,79,8349.99,8076.48
2023-11-09,1446,2013,TV,Food,East,Online,48,121.17,0.18,124.53,67,9,2,255,0,399,46,4769.25,-1208.19
2023-11-10,1449,2098,Shoe,Food,South,Wholesale,24,399.69,0.23,278.24,55,59,4,7,0,342,74,7386.27,708.51
2023-11-11,1369,2008,Shoe,Furniture,South,Retail,44,319.08,0.16,109.18,24,28,3,126,0,429,50,11793.2,6989.28
2023-11-12,1488,2021,Shirt,Food,North,Online,19,297.91,0.19,140.33,66,33,3,83,0,419,49,4584.83,1918.56
2023-11-13,1288,2098,Desk,Electronics,North,Wholesale,8,183.24,0.28,294.55,47,47,2,28,0,345,86,1055.46,-1300.94
2023-11-14,1034,2068,Laptop,Electronics,South,Online,44,246.4,0.09,63.8,29,22,2,266,0,449,32,9865.86,7058.66
2023-11-15,1348,2025,Rice,Electronics,Central,Online,47,302.7,0.11,24.25,66,29,2,283,0,43,78,12661.94,11522.19
2023-11-16,1095,2079,Dumbbell,Food,Central,Retail,2,241.51,0.22,258.53,48,34,4,251,1,499,73,376.76,-140.3
2023-11-17,1072,2068,Rice,Electronics,West,Online,30,352.17,0.18,261.2,35,42,4,188,1,260,40,8663.38,827.38
2023-11-18,1039,2045,TV,Furniture,North,Wholesale,30,222.51,0.05,144.26,63,52,1,299,0,284,62,6341.53,2013.73
2023-11-19,1154,2060,Laptop,Food,West,Online,49,109.11,0.11,156.69,60,47,0,69,1,125,30,4758.29,-2919.52
2023-11-20,1250,2012,Laptop,Sports,North,Online,39,114.83,0.14,251.56,19,51,4,319,1,259,86,3851.4,-5959.44
2023-11-21,1162,2032,Dumbbell,Food,South,Wholesale,45,12.84,0.13,222.88,50,45,1,326,0,494,57,502.69,-9526.91
2023-11-22,1438,2096,Chair,Furniture,Central,Retail,32,157.47,0.05,83.22,28,34,1,99,1,354,43,4787.09,2124.05
2023-11-23,1118,2092,Rice,Sports,Central,Retail,1,376.97,0.28,9.98,51,21,3,193,0,213,70,271.42,261.44
2023-11-24,1259,2013,Phone,Food,South,Wholesale,38,399.14,0.23,146.51,33,13,4,227,0,304,95,11678.84,6111.46
2023-11-25,1379,2031,Shoe,Electronics,West,Wholesale,13,109.21,0.14,258.38,52,54,1,182,0,199,80,1220.97,-2137.97
2023-11-26,1306,2078,Chair,Clothing,West,Retail,11,479.93,0.2,269.27,69,25,3,327,0,235,65,4223.38,1261.41
2023-11-27,1268,2020,Phone,Clothing,East,Online,10,256.18,0.27,287.09,50,21,0,93,0,340,62,1870.11,-1000.79
2023-11-28,1449,2018,Desk,Electronics,North,Wholesale,48,459.32,0.04,264.47,38,1,3,143,0,135,46,21165.47,8470.91
2023-11-29,1054,2093,Dumbbell,Clothing,West,Online,26,356.31,0.08,176.11,37,58,0,203,0,377,49,8522.94,3944.08
2023-11-30,1236,2060,Desk,Clothing,South,Wholesale,20,363.99,0.16,136.16,25,69,2,132,0,435,82,6115.03,3391.83
2023-12-01,1389,2063,Shoe,Electronics,West,Retail,17,51.67,0.24,233.58,68,71,2,267,1,115,29,667.58,-3303.28
2023-12-02,1478,2006,Bread,Electronics,Central,Online,17,117.8,0.01,223.25,43,13,3,134,0,452,22,1982.57,-1812.68
2023-12-03,1222,2032,Phone,Food,North,Online,4,14.32,0.3,163.75,50,52,2,179,0,404,96,40.1,-614.9
2023-12-04,1251,2093,Chair,Food,East,Wholesale,5,360.9,0.14,30.76,43,23,4,186,0,154,79,1551.87,1398.07
2023-12-05,1313,2043,Phone,Electronics,North,Online,23,178.77,0.11,278.19,54,21,3,18,0,421,46,3659.42,-2738.95
2023-12-06,1401,2002,Phone,Furniture,Central,Wholesale,46,395.46,0.09,139.4,47,6,1,323,0,388,64,16553.96,10141.56
2023-12-07,1112,2060,Dumbbell,Clothing,Central,Retail,10,176.08,0.05,112.18,48,20,4,97,0,340,81,1672.76,550.96
2023-12-08,1255,2023,Desk,Food,Central,Online,46,411.47,0.24,190.72,50,40,3,34,0,316,43,14384.99,5611.87
2023-12-09,1303,2083,Rice,Clothing,Central,Wholesale,28,74.04,0.29,203.78,28,9,0,300,0,391,65,1471.92,-4233.92
2023-12-10,1407,2031,Bread,Sports,South,Online,33,94.95,0.12,67.15,58,50,2,351,0,341,97,2757.35,541.4
2023-12-11,1207,2005,Dumbbell,Electronics,East,Wholesale,43,177.03,0.29,251.9,22,28,2,187,0,17,63,5404.73,-5426.97
2023-12-12,1229,2083,TV,Furniture,Central,Wholesale,26,210.16,0.25,90.53,19,11,2,347,1,387,82,4098.12,1744.34
2023-12-13,1341,2034,Dumbbell,Sports,Central,Wholesale,48,180.86,0.14,60.07,30,56,3,111,0,3,23,7465.9,4582.54
2023-12-14,1398,2010,Shoe,Sports,West,Retail,29,384.19,0.2,124.89,35,35,4,247,1,164,35,8913.21,5291.4
2023-12-15,1066,2089,Bread,Sports,East,Online,27,57.51,0.13,220.52,43,25,0,71,0,126,70,1350.91,-4603.13
2023-12-16,1075,2002,Laptop,Electronics,North,Retail,18,182.1,0.17,289.81,42,19,2,309,0,398,93,2720.57,-2496.01
2023-12-17,1435,2011,TV,Food,East,Wholesale,40,420.25,0.02,243.74,61,31,4,327,0,421,67,16473.8,6724.2
2023-12-18,1103,2050,Shirt,Electronics,East,Wholesale,10,42.73,0.21,282.4,31,50,1,212,0,410,84,337.57,-2486.43
2023-12-19,1422,2031,Dumbbell,Food,East,Retail,42,471.75,0.02,46.48,22,63,1,309,0,212,88,19417.23,17465.07
2023-12-20,1192,2056,Phone,Sports,Central,Retail,5,493.3,0.25,26.0,59,47,0,108,0,47,96,1849.88,1719.88
2023-12-21,1252,2079,Rice,Sports,Central,Online,10,53.4,0.25,169.52,69,1,2,177,0,45,64,400.5,-1294.7
2023-12-22,1226,2073,Laptop,Furniture,South,Wholesale,21,152.72,0.07,90.64,19,58,1,228,0,45,22,2982.62,1079.18
2023-12-23,1294,2087,Dumbbell,Food,North,Retail,24,192.48,0.1,249.28,21,10,4,19,0,47,36,4157.57,-1825.15
2023-12-24,1306,2083,Dumbbell,Sports,West,Wholesale,38,390.43,0.14,203.24,29,8,4,322,0,186,56,12759.25,5036.13
2023-12-25,1098,2009,Chair,Clothing,East,Wholesale,3,302.0,0.18,291.36,28,26,1,248,1,119,24,742.92,-131.16
2023-12-26,1338,2099,Chair,Furniture,North,Online,40,325.74,0.09,80.16,21,34,2,209,0,131,66,11856.94,8650.54
2023-12-27,1286,2021,Laptop,Electronics,North,Online,31,381.18,0.18,148.31,60,19,0,216,0,458,63,9689.6,5091.99
2023-12-28,1335,2073,Desk,Furniture,South,Online,41,67.81,0.09,152.87,26,1,2,201,0,18,52,2529.99,-3737.68
2023-12-29,1347,2028,Chair,Clothing,West,Retail,37,418.27,0.02,75.56,27,48,3,257,1,440,40,15166.47,12370.75
2023-12-30,1435,2062,Phone,Food,East,Wholesale,2,355.75,0.0,179.08,44,25,1,106,1,274,86,711.5,353.34
2023-12-31,1447,2007,TV,Electronics,West,Retail,2,292.9,0.03,135.77,23,24,3,311,1,474,87,568.23,296.69
2024-01-01,1482,2080,Shirt,Electronics,South,Retail,39,445.97,0.24,136.78,32,47,1,271,0,231,51,13218.55,7884.13
2024-01-02,1308,2016,Bread,Food,Central,Online,49,353.15,0.29,112.01,59,69,0,271,0,41,43,12286.09,6797.6
2024-01-03,1249,2097,Shirt,Furniture,North,Wholesale,42,108.83,0.13,9.99,48,67,2,121,0,91,54,3976.65,3557.07
2024-01-04,1166,2004,Shirt,Sports,East,Wholesale,44,220.58,0.15,159.02,39,32,2,245,0,260,37,8249.69,1252.81
2024-01-05,1481,2004,Bread,Furniture,Central,Online,34,252.08,0.04,103.9,23,17,1,66,1,47,86,8227.89,4695.29
2024-01-06,1472,2040,Chair,Clothing,South,Wholesale,42,37.06,0.17,5.39,50,61,4,228,0,408,73,1291.91,1065.53
2024-01-07,1335,2017,Laptop,Sports,West,Online,20,477.77,0.04,95.84,46,69,3,137,0,450,45,9173.18,7256.38
2024-01-08,1030,2052,Bread,Furniture,North,Retail,33,73.0,0.18,87.2,38,11,2,194,0,281,79,1975.38,-902.22
2024-01-09,1247,2093,Shoe,Food,East,Retail,4,351.76,0.28,121.07,69,38,2,194,1,73,84,1013.07,528.79
2024-01-10,1106,2052,Desk,Clothing,Central,Online,45,258.05,0.06,43.9,47,68,1,146,0,215,70,10915.52,8940.02
2024-01-11,1051,2036,TV,Clothing,Central,Retail,44,22.56,0.23,154.77,38,19,4,145,0,445,79,764.33,-6045.55
2024-01-12,1081,2038,Rice,Clothing,North,Retail,11,463.13,0.01,209.27,53,17,3,72,0,220,78,5043.49,2741.52
2024-01-13,1133,2050,Chair,Sports,West,Online,42,427.4,0.11,190.9,39,13,4,354,0,108,95,15976.21,7958.41
2024-01-14,1285,2063,Desk,Electronics,South,Retail,47,266.89,0.03,242.11,63,1,4,192,0,134,36,12167.52,788.35
2024-01-15,1388,2063,Bread,Sports,West,Wholesale,5,122.18,0.11,138.34,37,2,1,44,0,427,40,543.7,-148.0
2024-01-16,1138,2062,Shoe,Furniture,West,Retail,25,69.6,0.05,158.13,39,66,4,157,0,342,86,1653.0,-2300.25
2024-01-17,1184,2099,Rice,Electronics,West,Online,49,188.06,0.11,244.07,69,68,3,16,1,237,47,8201.3,-3758.13
2024-01-18,1401,2007,TV,Furniture,North,Wholesale,37,135.16,0.13,131.17,57,16,0,78,1,154,63,4350.8,-502.49
2024-01-19,1330,2027,TV,Electronics,North,Wholesale,34,258.28,0.09,211.97,28,4,0,52,0,425,89,7991.18,784.2
2024-01-20,1273,2092,Chair,Sports,South,Retail,9,483.54,0.2,133.21,64,57,3,2,1,328,81,3481.49,2282.6
2024-01-21,1340,2086,Bread,Clothing,West,Wholesale,6,291.73,0.28,128.23,48,23,1,232,0,491,61,1260.27,490.89
2024-01-22,1472,2014,Desk,Food,North,Online,18,446.07,0.12,229.26,68,2,2,61,1,55,41,7065.75,2939.07
2024-01-23,1069,2071,Laptop,Clothing,South,Wholesale,14,328.93,0.06,56.58,57,67,1,132,1,386,57,4328.72,3536.6
2024-01-24,1034,2086,Desk,Sports,South,Retail,19,242.87,0.08,104.88,30,26,3,52,0,381,33,4245.37,2252.65
2024-01-25,1262,2005,Desk,Electronics,West,Retail,14,428.76,0.26,71.13,35,7,4,297,0,396,45,4441.95,3446.13
2024-01-26,1053,2055,TV,Clothing,East,Wholesale,40,240.97,0.17,110.94,39,44,0,180,0,197,59,8000.2,3562.6
2024-01-27,1450,2002,Laptop,Sports,West,Online,17,435.63,0.14,72.96,34,33,4,31,1,314,73,6368.91,5128.59
2024-01-28,1205,2062,Laptop,Furniture,East,Online,35,152.87,0.04,175.92,55,64,1,155,0,37,32,5136.43,-1020.77
2024-01-29,1126,2091,Chair,Food,South,Retail,29,73.12,0.13,240.46,42,36,3,121,0,340,38,1844.82,-5128.52
2024-01-30,1235,2021,Rice,Clothing,North,Retail,42,429.1,0.08,237.05,49,4,0,51,0,338,61,16580.42,6624.32
2024-01-31,1043,2079,Dumbbell,Electronics,Central,Online,17,297.83,0.28,112.53,32,23,3,95,1,216,60,3645.44,1732.43
2024-02-01,1240,2021,Shirt,Furniture,South,Wholesale,43,445.66,0.27,296.68,30,25,0,176,1,230,69,13989.27,1232.03
2024-02-02,1459,2010,Shirt,Sports,North,Wholesale,8,469.54,0.03,180.19,43,27,0,11,0,451,22,3643.63,2202.11
2024-02-03,1371,2087,TV,Food,South,Wholesale,1,36.28,0.15,122.82,67,51,0,12,0,341,50,30.84,-91.98
2024-02-04,1111,2058,Dumbbell,Electronics,West,Wholesale,45,255.47,0.07,251.48,28,69,1,355,1,452,95,10691.42,-625.18
2024-02-05,1249,2039,Rice,Sports,East,Online,36,193.73,0.12,220.31,30,23,3,45,1,256,34,6137.37,-1793.79
2024-02-06,1151,2005,Dumbbell,Sports,South,Retail,7,316.67,0.26,226.04,50,9,2,290,0,433,73,1640.35,58.07
2024-02-07,1183,2065,Chair,Clothing,North,Retail,46,398.86,0.16,62.86,67,33,2,205,0,208,72,15411.95,12520.39
2024-02-08,1336,2013,Desk,Clothing,West,Wholesale,5,147.49,0.1,143.16,54,35,2,219,0,200,64,663.7,-52.1
2024-02-09,1095,2085,TV,Electronics,Central,Online,24,282.83,0.06,259.24,55,50,3,328,0,136,57,6380.64,158.88
2024-02-10,1459,2090,Laptop,Sports,West,Online,28,357.28,0.24,153.69,18,24,4,256,0,127,97,7602.92,3299.6
2024-02-11,1374,2085,TV,Clothing,East,Wholesale,43,75.87,0.19,206.62,56,24,3,248,0,52,99,2642.55,-6242.11
2024-02-12,1400,2053,Shirt,Food,West,Wholesale,17,408.89,0.14,178.44,44,19,0,21,0,343,69,5977.97,2944.49
2024-02-13,1008,2082,Rice,Food,Central,Wholesale,37,306.99,0.07,253.5,53,39,4,41,0,393,43,10563.53,1184.03
2024-02-14,1388,2045,Dumbbell,Sports,North,Retail,20,475.27,0.1,88.95,49,61,0,278,0,83,36,8554.86,6775.86
2024-02-15,1360,2032,Rice,Clothing,South,Wholesale,3,176.37,0.29,174.77,58,25,0,277,0,208,37,375.67,-148.64
2024-02-16,1388,2036,Chair,Electronics,East,Retail,37,62.99,0.16,41.35,32,25,3,195,1,332,61,1957.73,427.78
2024-02-17,1184,2081,TV,Electronics,Central,Online,26,258.19,0.12,208.61,48,27,2,71,1,284,36,5907.39,483.53
2024-02-18,1281,2099,Bread,Electronics,East,Online,15,52.05,0.16,220.93,23,32,4,270,0,35,35,655.83,-2658.12
2024-02-19,1195,2060,TV,Food,West,Retail,48,485.07,0.23,17.64,42,11,1,335,1,214,71,17928.19,17081.47
2024-02-20,1352,2011,Laptop,Clothing,East,Retail,8,28.96,0.1,204.36,66,69,2,73,0,26,55,208.51,-1426.37
2024-02-21,1195,2063,TV,Clothing,Central,Retail,13,379.22,0.05,127.33,69,33,1,308,1,145,58,4683.37,3028.08
2024-02-22,1155,2021,Shoe,Food,South,Retail,48,267.3,0.18,41.61,35,19,3,199,0,17,44,10520.93,8523.65
2024-02-23,1093,2052,Chair,Electronics,South,Wholesale,3,190.62,0.2,128.87,39,16,4,76,0,117,61,457.49,70.88
2024-02-24,1160,2055,Phone,Electronics,East,Online,1,42.26,0.21,62.3,48,11,3,275,0,136,40,33.39,-28.91
2024-02-25,1434,2026,Chair,Sports,North,Wholesale,9,314.86,0.26,127.59,53,69,1,283,0,66,87,2096.97,948.66
2024-02-26,1061,2068,Dumbbell,Furniture,East,Retail,31,296.76,0.11,118.38,26,55,0,146,0,390,78,8187.61,4517.83
2024-02-27,1122,2034,Phone,Clothing,West,Wholesale,41,147.63,0.02,222.83,63,25,3,13,0,313,49,5931.77,-3204.26
2024-02-28,1051,2052,Dumbbell,Clothing,South,Wholesale,26,456.01,0.29,233.39,20,34,4,363,0,462,76,8417.94,2349.8
2024-02-29,1403,2082,Dumbbell,Clothing,South,Online,17,159.01,0.13,184.07,50,12,3,129,1,29,52,2351.76,-777.43
2024-03-01,1277,2099,Laptop,Furniture,South,Wholesale,34,230.37,0.19,11.69,44,21,2,230,0,72,72,6344.39,5946.93
2024-03-02,1005,2093,Laptop,Sports,North,Online,9,276.44,0.2,279.65,60,29,3,85,0,122,35,1990.37,-526.48
2024-03-03,1466,2052,Desk,Furniture,North,Retail,13,59.11,0.16,207.44,18,51,1,162,0,444,68,645.48,-2051.24
2024-03-04,1092,2029,Shirt,Electronics,Central,Wholesale,5,466.76,0.06,15.09,61,23,3,51,1,488,24,2193.77,2118.32
2024-03-05,1170,2038,Desk,Electronics,East,Retail,41,193.52,0.23,246.56,26,33,4,215,0,474,96,6109.43,-3999.53
2024-03-06,1317,2042,Desk,Clothing,East,Online,13,49.58,0.24,64.08,22,8,3,1,0,227,79,489.85,-343.19
2024-03-07,1022,2021,Shirt,Food,West,Retail,1,199.77,0.17,175.87,32,42,3,123,0,337,90,165.81,-10.06
2024-03-08,1405,2042,Bread,Clothing,South,Retail,25,304.1,0.15,142.66,67,69,4,288,0,478,74,6462.13,2895.63
2024-03-09,1326,2013,Phone,Food,North,Online,47,261.69,0.03,128.85,26,41,3,200,0,272,54,11930.45,5874.5
2024-03-10,1001,2064,Rice,Furniture,West,Retail,4,350.33,0.03,267.47,62,63,4,183,0,245,88,1359.28,289.4
2024-03-11,1133,2017,Desk,Electronics,West,Retail,36,37.19,0.1,134.02,45,14,1,216,0,436,61,1204.96,-3619.76
2024-03-12,1233,2009,TV,Food,North,Retail,10,149.42,0.09,27.23,30,62,4,240,0,389,88,1359.72,1087.42
2024-03-13,1012,2041,TV,Furniture,East,Wholesale,28,411.42,0.29,284.26,41,46,1,349,0,38,43,8179.03,219.75
2024-03-14,1346,2001,Dumbbell,Electronics,South,Retail,6,49.15,0.24,276.56,62,67,1,68,0,408,90,224.12,-1435.24
2024-03-15,1046,2002,Shirt,Food,East,Online,27,429.19,0.2,206.91,27,53,4,319,0,169,90,9270.5,3683.93
2024-03-16,1034,2060,Dumbbell,Clothing,West,Wholesale,12,55.03,0.16,143.03,59,52,3,82,1,425,74,554.7,-1161.66
2024-03-17,1433,2048,Shoe,Clothing,South,Wholesale,48,418.88,0.05,32.39,39,7,2,142,0,314,33,19100.93,17546.21
2024-03-18,1078,2029,Shoe,Clothing,Central,Online,3,186.79,0.29,238.27,56,54,4,41,1,101,74,397.86,-316.95
2024-03-19,1218,2097,Rice,Furniture,West,Retail,46,309.98,0.11,27.27,39,11,3,239,0,293,34,12690.58,11436.16
2024-03-20,1301,2010,Laptop,Clothing,East,Wholesale,33,84.91,0.03,25.24,54,25,1,3,0,414,24,2717.97,1885.05
2024-03-21,1411,2058,Laptop,Sports,East,Wholesale,10,42.42,0.15,163.53,69,59,0,94,1,242,23,360.57,-1274.73
2024-03-22,1073,2060,Shirt,Electronics,East,Wholesale,31,115.81,0.26,52.24,56,66,2,59,0,156,49,2656.68,1037.24
2024-03-23,1282,2021,Shirt,Furniture,North,Retail,15,72.65,0.27,7.28,37,27,3,228,0,359,72,795.52,686.32
2024-03-24,1249,2028,Desk,Clothing,West,Wholesale,7,163.08,0.0,129.82,27,58,2,18,0,264,92,1141.56,232.82
2024-03-25,1047,2075,Shoe,Electronics,South,Online,36,262.05,0.27,45.48,27,11,0,239,0,256,49,6886.67,5249.39
2024-03-26,1121,2034,Desk,Food,East,Retail,14,298.49,0.08,52.35,43,55,0,360,1,463,80,3844.55,3111.65
2024-03-27,1214,2008,Laptop,Clothing,East,Online,48,397.04,0.01,27.69,42,19,0,74,0,357,90,18867.34,17538.22
2024-03-28,1239,2059,Phone,Electronics,North,Online,14,331.56,0.25,65.5,45,39,4,332,0,342,87,3481.38,2564.38
2024-03-29,1056,2086,Phone,Sports,South,Wholesale,3,308.29,0.26,216.07,30,70,2,169,0,122,74,684.4,36.19
2024-03-30,1350,2072,Shirt,Food,West,Wholesale,49,211.77,0.18,243.63,32,11,4,264,1,455,90,8508.92,-3428.95
2024-03-31,1107,2049,Dumbbell,Sports,Central,Wholesale,46,242.17,0.17,138.5,23,14,0,160,1,46,92,9246.05,2875.05
2024-04-01,1319,2079,Laptop,Electronics,North,Online,3,213.12,0.24,154.43,69,60,3,337,0,331,61,485.91,22.62
